emp_no,first_name,last_name,from_date,title
219031,Padma,Luon,1997-05-29,Senior Staff
219034,Danai,Doering,1998-02-22,Engineer
219036,Toney,Keohane,1999-04-01,Engineer
219046,Insup,Birsak,1992-02-18,Senior Staff
219051,Percy,Luck,1986-08-29,Senior Engineer
219071,Inderjeet,Gips,2001-10-06,Senior Staff
219080,Jamaludin,Pappas,1995-01-06,Technique Leader
219082,Mary,Baalen,1999-07-19,Engineer
219095,Ymte,Guting,1996-07-01,Senior Staff
219102,Xiaoheng,Arlazarov,1997-12-03,Senior Staff
219116,Jinxi,Sgarro,1993-10-03,Senior Staff
219117,Shirish,Baalen,1998-07-22,Staff
219131,Yechiam,Raoux,1999-12-13,Senior Engineer
219138,Yoshimitsu,Barinka,1995-06-03,Senior Engineer
219141,Mari,Hofting,1998-02-22,Staff
219152,Kristen,Pouyioutas,1994-03-23,Engineer
219170,Shugo,Granlund,1997-01-19,Senior Engineer
219185,Yuqun,Rosca,1997-10-11,Staff
219211,Nakhoon,Weedon,1997-12-02,Senior Engineer
219219,Maya,Gerlach,2001-01-20,Engineer
219236,Jinya,Onuegbe,1995-11-06,Senior Engineer
219237,Alair,Driscoll,1994-06-08,Senior Engineer
219251,Gian,Braunschweig,2000-05-05,Senior Staff
219265,Masanao,Koshino,1991-02-12,Senior Engineer
219267,Aloys,Tibblin,1998-02-06,Senior Engineer
219275,Weidon,Rando,1997-01-08,Senior Engineer
219295,Michaela,Knightly,1994-08-16,Senior Staff
219306,Kaijung,Otillio,1998-04-18,Senior Staff
219329,Holgard,Heiserman,2001-06-08,Senior Staff
219347,Barton,Butterworth,1994-01-24,Senior Staff
219370,Khedija,Nergos,1995-10-25,Senior Engineer
219383,Lijie,Biron,1992-05-01,Senior Engineer
219396,Miomir,Flanders,2000-09-30,Senior Engineer
219399,Dmitri,Perin,1995-12-26,Senior Staff
219406,Aiichiro,Beerel,1992-10-23,Senior Engineer
219414,Nahum,Hegner,1993-07-11,Technique Leader
219423,Aluzio,Lanzelotte,2000-02-20,Senior Engineer
219436,Berto,Zambonelli,1995-05-22,Senior Staff
219438,Saeko,Awdeh,1998-07-22,Engineer
219448,Boguslaw,Picco,1992-11-23,Senior Engineer
219459,Chriss,Granlund,1998-07-29,Staff
219462,Quingbo,Uludag,1990-06-26,Senior Staff
219466,Hatem,Asmuth,1996-12-30,Senior Staff
219478,Froduald,Malinowski,1993-11-22,Senior Staff
219479,Freyja,Llado,1997-08-17,Senior Engineer
219488,Nalini,Luca,1994-11-07,Senior Staff
219489,Tsutomu,Ramalingam,1999-12-06,Senior Engineer
219498,Randy,Qiwen,2000-03-18,Senior Staff
219499,Jinya,Deville,1987-10-30,Senior Staff
219509,Sanjay,Garnick,1996-07-07,Senior Engineer
219519,Kazunori,Mitzlaff,2002-01-16,Senior Staff
219529,Takahira,Brender,1994-09-10,Senior Staff
219544,Sungwon,Tzvieli,1987-11-12,Senior Staff
219545,Fayez,Harbusch,1997-05-24,Senior Engineer
219548,Anestis,Naumovich,1995-04-12,Senior Staff
219568,Shunichi,Osgood,1998-04-22,Engineer
219573,Sampalli,Walstra,1997-10-09,Senior Staff
219581,Akhilish,Mansanne,1994-08-07,Senior Engineer
219584,Parto,Oehlmann,1999-04-28,Senior Engineer
219589,Supot,Worfolk,1998-09-10,Senior Engineer
219597,Genevieve,Marciano,1999-05-20,Staff
219602,Niclas,Schmiedel,1999-09-20,Senior Engineer
219603,Florian,Gomatam,1996-09-20,Senior Engineer
219604,Mari,Borstler,1990-11-20,Senior Engineer
219609,Karlis,Sanella,1993-06-01,Senior Engineer
219621,Constantino,Brookman,1996-09-02,Staff
219622,Werner,Swist,2001-06-06,Senior Staff
219629,Rosella,Kolinko,1996-10-24,Senior Engineer
219646,Huai,Reghbati,1999-09-14,Engineer
219650,Gennady,Willoner,1995-08-08,Engineer
219654,Shir,Puppo,1996-09-29,Senior Engineer
219661,Jayson,Cronin,1995-07-31,Senior Staff
219674,Martina,Snedden,1988-12-10,Technique Leader
219678,Yechiam,Kalloufi,2000-10-28,Senior Engineer
219716,Shuji,Linares,1997-09-02,Engineer
219739,Xiaobin,Shinomoto,1995-03-29,Senior Engineer
219742,Jahangir,Orsini,2001-04-19,Senior Engineer
219746,Gennady,Hegner,1999-09-08,Senior Engineer
219757,Gita,Emmerich,1996-08-26,Engineer
219761,Moss,Lupu,1989-04-23,Senior Staff
219767,Cedric,Haraldson,1996-10-11,Senior Engineer
219775,Sachio,Ranze,1997-12-05,Senior Staff
219778,Chuanti,Ishibashi,1994-08-28,Senior Staff
219794,Collette,Rodiger,2000-11-02,Senior Staff
219809,Kauko,Mansanne,1996-08-29,Senior Engineer
219823,Ewing,Debuse,1997-05-17,Senior Engineer
219824,Marko,Taubman,1992-10-26,Senior Staff
219825,Shen,Gladwell,1995-10-14,Senior Engineer
219827,Hairong,Range,1996-12-06,Senior Staff
219829,Shaz,Kuszyk,1995-08-14,Senior Engineer
219831,Marsal,Rijckaert,1993-07-09,Senior Staff
219839,Sugwoo,Swiler,1994-03-02,Senior Staff
219850,Yishai,Syrzycki,1991-07-27,Senior Staff
219860,Taisook,Quaggetto,1999-03-11,Technique Leader
219870,Leif,Kushner,1999-02-11,Engineer
219877,Amalendu,Penn,2001-12-18,Senior Staff
219898,Tonny,Felcyn,1993-03-05,Senior Staff
219907,Huan,Tyugu,1996-03-14,Senior Staff
219908,Baziley,Jeansoulin,1996-07-09,Senior Engineer
219959,Tzu,Dymetman,1991-02-07,Senior Engineer
219962,Goncalo,Gill,1995-08-29,Senior Staff
219973,Carrsten,Eickenmeyer,1994-07-23,Senior Staff
219977,Honglan,Escriba,1996-11-23,Senior Staff
219978,Janche,Attimonelli,1996-02-26,Senior Engineer
219985,Luisa,Ranka,1991-02-17,Senior Engineer
219994,Akemi,Broomell,2002-02-19,Senior Staff
220004,Erzsebet,Karnin,1995-12-13,Senior Staff
220007,Maren,Molenkamp,1990-12-06,Senior Engineer
220009,Billie,Kakkad,1995-06-08,Senior Staff
220019,Rafael,Lamba,1995-07-04,Senior Staff
220051,JoAnne,Matheson,1993-04-16,Senior Staff
220060,Neelam,Slaats,1986-07-23,Technique Leader
220064,Mark,Ramras,1997-03-11,Senior Staff
220082,Paraskevi,Kaminger,1996-02-29,Engineer
220112,Masasuke,Castellani,1995-01-22,Senior Engineer
220119,Kauko,Basagni,1998-01-03,Senior Staff
220121,Mari,Cochrane,1987-09-16,Senior Staff
220143,Fei,Mungall,1995-11-25,Senior Engineer
220170,Aamer,McFarlan,1996-09-30,Senior Engineer
220184,Mahendra,Emiris,1994-07-24,Senior Staff
220195,Berhard,Brickell,1986-10-29,Senior Engineer
220202,Mats,Menhardt,1993-09-09,Senior Staff
220203,Shigenori,Schueller,1985-11-24,Senior Staff
220208,Karlis,Sgarro,1994-09-18,Senior Engineer
220210,Siamak,Mersereau,2002-01-03,Senior Engineer
220211,Hironoby,Reinhart,1992-01-17,Senior Engineer
220216,Quingbo,Wendorf,1993-02-13,Senior Staff
220222,Chikara,Verhoeff,1993-11-07,Senior Engineer
220224,Tua,Zykh,1991-05-21,Senior Engineer
220234,Nobuyoshi,Viele,1994-10-04,Senior Staff
220237,Nalini,Renear,1995-03-30,Senior Staff
220238,Luise,Stille,1998-09-04,Engineer
220258,Sajjad,Erez,1994-07-01,Senior Engineer
220271,Hideo,Motley,1997-09-15,Engineer
220276,Subhada,Kuzuoka,1995-12-19,Senior Engineer
220280,Marsal,Jervis,1988-12-03,Technique Leader
220312,Kristina,Karner,1996-05-23,Senior Engineer
220316,Sanjoy,Backhouse,1998-07-21,Senior Engineer
220320,Chiranjit,Gaughan,1990-09-04,Senior Engineer
220323,Tomoyuki,Hainaut,1990-11-15,Senior Staff
220331,Danai,Middleton,1985-07-30,Senior Staff
220334,Sakthirel,Cappello,1996-03-14,Senior Staff
220343,Siamak,Msuda,2001-04-03,Senior Staff
220352,Christoper,Magliocco,2001-11-21,Senior Staff
220358,Geraldo,Magliocco,1993-07-14,Senior Staff
220359,Charmane,Peltason,1993-10-30,Senior Staff
220369,Sedat,Poupard,1998-03-12,Senior Staff
220374,Yurij,Ohori,1993-01-10,Senior Engineer
220412,Odinaldo,Hutter,1995-05-22,Senior Staff
220413,Jordanka,Akazan,1996-12-24,Senior Engineer
220417,Lidong,Marrakchi,1986-07-27,Senior Engineer
220419,Adhemar,Seuren,1987-01-29,Senior Engineer
220425,Golgen,Mitchem,1990-06-02,Senior Engineer
220428,Ult,Ranft,1996-12-23,Engineer
220431,Tomokazu,Dusink,1997-08-16,Senior Engineer
220434,Moss,Linnainmaa,1996-12-03,Staff
220439,Rosella,Schurmann,1996-04-26,Senior Staff
220442,Shuzo,Improta,1999-03-09,Senior Staff
220488,Arvind,Weisert,1996-11-02,Senior Staff
220512,Gretta,Basagni,1985-07-16,Senior Engineer
220526,Aram,Shiratori,1998-08-26,Staff
220549,Gal,Cusworth,1997-09-06,Senior Engineer
220555,Poornachandra,Luby,1993-02-12,Senior Staff
220568,Xuejia,Talmon,1997-01-24,Senior Engineer
220590,Zita,Luit,1997-04-02,Senior Staff
220617,Turgut,Millington,1997-02-10,Senior Staff
220619,Gor,Jahnichen,1988-12-04,Senior Engineer
220622,Tsuneo,Bernardinello,1985-08-30,Technique Leader
220624,Lakshmi,Marakhovsky,1996-04-20,Engineer
220641,Taegyun,Ozery,1992-04-06,Senior Staff
220642,Cathie,Srimani,1997-05-16,Senior Staff
220650,Dines,Katzenelson,1995-12-23,Senior Staff
220657,Krisda,Sinitsyn,1994-06-23,Senior Staff
220667,Turgut,Lyonns,1999-11-17,Engineer
220671,Ult,Birta,1985-02-16,Senior Engineer
220672,Genta,Caine,1994-03-03,Senior Engineer
220674,Irene,Bruckman,1995-01-27,Technique Leader
220692,Monique,Remmele,1989-10-21,Senior Engineer
220702,Steen,Crabtree,1994-06-28,Senior Engineer
220718,KayLiang,Polajnar,1996-10-07,Senior Staff
220728,Sashi,Halevi,1986-10-18,Senior Engineer
220729,Shimshon,Kamber,2001-05-08,Senior Staff
220756,Krister,Billingsley,1994-08-06,Engineer
220762,Pramod,Schreiter,1987-07-20,Technique Leader
220763,Chandrasekaran,Sherertz,1999-05-21,Senior Staff
220765,Ekawit,Merel,1999-12-05,Senior Engineer
220770,Jayson,Eiron,1998-05-24,Senior Staff
220772,Ingmar,Ranka,1998-10-20,Senior Staff
220785,Sugwoo,Redmiles,1985-10-28,Senior Engineer
220795,Cedric,Holburn,1985-12-23,Senior Staff
220804,Aral,Uludag,1987-05-16,Senior Engineer
220834,Leandro,Fujisaki,1987-02-17,Senior Engineer
220850,KayLiang,Lipner,1993-12-04,Senior Engineer
220868,Christoph,Lovengreen,2002-02-02,Senior Staff
220872,Soenke,Berztiss,1993-05-04,Technique Leader
220877,Baruch,Christ,1995-10-27,Engineer
220881,Subbu,Wissmann,1996-01-12,Senior Staff
220888,Sadok,Szilard,2000-05-06,Senior Staff
220896,Berna,Lalonde,1995-09-10,Senior Engineer
220897,Kwangjo,Serot,1985-06-20,Technique Leader
220901,Stevo,Zumaque,1999-06-09,Senior Engineer
220903,Marlo,Domenig,1992-09-23,Senior Staff
220904,Kwee,Boudaillier,1993-02-08,Technique Leader
220918,Kankanahalli,Melski,1987-09-05,Technique Leader
220925,Muneo,Piancastelli,1998-11-28,Senior Staff
220926,Xiahua,Brobst,1994-02-16,Technique Leader
220932,Hinrich,Bisiani,1990-07-11,Senior Engineer
220934,Jiafu,Rattan,1996-04-12,Senior Staff
220955,Houman,Nicolson,1987-03-24,Technique Leader
220956,Dannz,Beerel,1986-02-19,Senior Staff
220981,Jinpo,Denti,1997-07-24,Senior Staff
220998,Eckart,Bael,1999-10-02,Staff
221004,Gro,Curless,2000-04-25,Senior Engineer
221008,Shrikanth,Ramalingam,1994-08-19,Senior Engineer
221014,Arunachalam,Baca,1995-04-11,Senior Engineer
221027,Yongdong,Hofstetter,1988-04-13,Senior Engineer
221035,Troy,Facello,1993-11-27,Senior Staff
221040,Susanta,Socorro,1993-08-06,Senior Engineer
221047,Arch,Basawa,1995-06-24,Senior Engineer
221052,Claudi,Godskesen,1994-03-10,Senior Engineer
221060,Zhonghui,Zobel,1994-08-18,Senior Engineer
221065,Ulises,Remmers,1996-02-25,Senior Staff
221075,Sajjad,Makrucki,1993-11-24,Senior Staff
221076,Richard,Prenel,1990-06-07,Technique Leader
221080,Tesuya,Rosaz,1986-01-28,Senior Engineer
221085,Chaosheng,Ramaiah,1999-07-15,Senior Engineer
221086,Baziley,Motley,2002-07-29,Senior Staff
221088,Danae,Kawashima,1993-08-07,Senior Engineer
221109,Arch,Pardalos,1999-05-08,Senior Engineer
221118,Nimmagadda,Klyachko,2002-01-04,Senior Engineer
221127,Ziva,Morrin,1992-04-10,Senior Engineer
221130,Tomofumi,Kornatzky,1992-07-09,Senior Engineer
221139,Harngdar,Pietracaprina,1993-01-27,Senior Staff
221142,Marin,Kambil,1999-05-04,Engineer
221161,Panayotis,Perng,1988-06-04,Technique Leader
221166,Jaana,Isaac,1994-05-07,Senior Engineer
221167,Yishay,Meszaros,1993-12-23,Senior Engineer
221172,DAIDA,Bugaenko,1998-10-30,Staff
221188,Masaki,Jansen,1987-05-03,Technique Leader
221199,Sandeepan,Danlos,1995-02-26,Senior Staff
221207,Jinxi,Bierman,1992-11-26,Technique Leader
221221,Billur,Sewelson,1987-09-14,Senior Engineer
221230,Yaghout,Curless,1997-02-08,Engineer
221235,Shen,Gimarc,1994-03-07,Senior Staff
221240,Vitali,Plump,1991-11-03,Senior Engineer
221262,Chenxi,Alpay,1999-04-07,Senior Engineer
221272,Duangkaew,Makinen,2000-11-07,Senior Engineer
221274,Mingdong,Gargeya,1999-10-27,Senior Engineer
221276,Alassane,Weedman,1996-05-15,Senior Engineer
221286,Marl,Matzen,1993-11-05,Senior Engineer
221287,Chandrasekaran,Orsini,1997-10-29,Staff
221288,Lalit,Bridgland,1997-10-10,Engineer
221297,Thanasis,Unno,1988-04-06,Senior Staff
221302,Tomokazu,Lieblein,1991-12-06,Senior Engineer
221308,Shounak,Kroft,1992-05-02,Senior Engineer
221324,Elgin,Trumbly,1997-02-19,Engineer
221337,Ramachenga,Jiang,1994-02-04,Senior Staff
221351,Odoardo,Chepyzhov,2002-03-17,Senior Staff
221354,Van,Schaar,2001-07-23,Senior Engineer
221356,Pradeep,Hagimont,2002-05-01,Senior Engineer
221361,Aron,Krichel,1998-11-08,Senior Engineer
221380,Chiranjit,Schneeberger,1987-07-18,Senior Engineer
221385,Nalini,Randi,2000-02-17,Senior Staff
221388,Gao,Lund,1986-06-12,Senior Engineer
221396,Leandro,Caine,1995-06-30,Senior Staff
221398,Hiroyasu,Cochrane,2000-11-28,Senior Engineer
221404,Constantino,Butner,1991-07-24,Senior Engineer
221417,Bezalel,Kisuki,1992-05-31,Senior Engineer
221427,Bouchung,Picht,1999-01-12,Staff
221453,Abdulla,Staylopatis,1987-06-10,Senior Engineer
221463,Ayakannu,Takkinen,1997-10-26,Senior Engineer
221474,Hatsukazu,Berztiss,1986-11-28,Senior Engineer
221475,Wilmer,Engelmann,2002-06-22,Senior Engineer
221485,Nahum,Szmurlo,1987-11-17,Technique Leader
221487,Rutger,Kambil,1995-01-12,Engineer
221515,Weicheng,Hutter,1995-03-07,Senior Engineer
221528,Jixiang,Molenkamp,1985-06-29,Senior Engineer
221561,Shigeichiro,Plump,1993-12-12,Engineer
221571,Siddarth,Candan,1989-06-20,Senior Staff
221577,Gita,Capobianchi,1997-05-27,Senior Staff
221583,Atreyi,Heusch,1988-01-15,Technique Leader
221592,Gift,Adachi,1996-02-12,Senior Staff
221594,Niteen,Strooper,1994-07-01,Senior Engineer
221599,Juyoung,Serot,1990-03-19,Senior Staff
221600,Weiwu,Yemenis,1997-08-03,Senior Engineer
221609,Naftaly,Champarnaud,1994-12-17,Engineer
221631,Fusako,Ponthieu,1993-12-23,Senior Staff
221634,Tze,Anido,1992-02-25,Senior Staff
221644,Jeong,Peyn,1998-10-03,Engineer
221645,Pradeep,Rabehasaina,1999-11-25,Engineer
221649,Uinam,Fiebach,1997-08-06,Senior Staff
221659,Hailing,Montemayor,1999-08-03,Staff
221663,Parto,Pileggi,1993-05-06,Senior Staff
221683,Gritta,Osgood,1997-06-24,Senior Engineer
221688,Cedric,Gecsel,1996-12-23,Senior Staff
221691,Udi,Munke,1995-01-15,Senior Engineer
221708,Zijian,Selenyi,1992-05-10,Senior Engineer
221709,Edwin,Parascandalo,1995-09-18,Senior Staff
221715,Rayond,Noriega,1988-01-27,Senior Staff
221736,Yolla,Warwick,1993-07-11,Senior Engineer
221748,Miomir,Denos,1993-12-23,Senior Engineer
221755,Luerbio,Sudbeck,1993-08-11,Senior Staff
221758,Sivanarayana,Coullard,1989-07-01,Senior Staff
221759,Jingling,Luders,1995-04-26,Senior Engineer
221760,Marko,Ellozy,1997-08-04,Staff
221766,Tzvetan,Karunanithi,1996-10-18,Engineer
221770,Jayesh,Winter,1996-12-13,Senior Staff
221772,Ronghao,Kaiserswerth,1997-10-27,Senior Engineer
221777,Eben,Kavraki,1994-06-16,Senior Engineer
221794,Nevin,Talmon,1995-12-30,Senior Staff
221799,Tran,Lorys,1986-08-22,Senior Engineer
221800,Youpyo,Schaad,1992-01-08,Senior Engineer
221801,Kristinn,Rahimi,1997-08-11,Senior Engineer
221805,Yucai,Luders,1994-10-12,Senior Staff
221814,Sukumar,Leppanen,1997-06-23,Staff
221824,Parviz,Orsini,1999-10-12,Senior Staff
221829,Nectarios,Smeets,1990-08-21,Senior Engineer
221850,Mitsuyuki,Ritzmann,2002-03-25,Engineer
221863,Radhia,Schlegelmilch,1993-04-06,Senior Staff
221878,Phillip,Albarhamtoshy,1998-02-04,Senior Engineer
221881,Subhash,Cyne,1985-04-22,Senior Staff
221882,Sahrah,Aloia,1996-02-20,Senior Staff
221888,Nathalie,Frolund,1995-02-14,Senior Engineer
221894,Ohad,Birjandi,1996-01-13,Senior Staff
221904,Sastry,Feldhoffer,1997-05-01,Staff
221908,Wayne,Vieri,1999-07-05,Senior Engineer
221916,Kristine,Theuretzbacher,1998-08-01,Senior Engineer
221927,Teunis,Usdin,1986-04-15,Senior Engineer
221946,Kazuhira,Foote,1994-03-11,Senior Engineer
221959,Krassimir,Lueh,1998-05-04,Senior Engineer
221984,Manibrata,Assaf,1987-01-05,Senior Engineer
221989,Jiakeng,Terekhov,1998-02-06,Engineer
221990,Adel,Hiyoshi,1995-12-30,Senior Engineer
222008,Shuji,Lamba,1995-10-18,Staff
222013,Remko,Ohori,1996-02-13,Senior Staff
222019,Kristian,Edelhoff,1992-08-30,Senior Staff
222022,Dung,Mayerwieser,1993-11-18,Senior Staff
222036,Serenella,Thiria,1988-02-20,Senior Staff
222046,Nahla,Driscoll,1994-03-06,Senior Engineer
222048,Gen,Sidhu,1990-08-13,Senior Engineer
222067,Gift,Gaughan,1997-07-24,Engineer
222076,Richard,Zwicker,1995-03-18,Senior Staff
222077,Gor,Kilgour,1995-07-10,Senior Staff
222079,Bojan,Streng,1995-10-29,Senior Engineer
222085,Peternela,Staelin,1994-02-16,Senior Engineer
222104,Alois,Liesche,1996-12-09,Senior Staff
222105,Qingxiang,Koblick,1993-07-05,Senior Staff
222109,Souichi,Fargier,1999-10-31,Engineer
222110,Maria,Warwick,1993-08-07,Senior Engineer
222111,Kazuhide,Honiden,1991-05-11,Senior Staff
222113,Lobel,Gilg,1991-05-12,Senior Staff
222122,Weidon,Henseler,1996-03-31,Senior Engineer
222125,Elvia,Oehlmann,1993-07-01,Senior Engineer
222145,Zhiwei,Huttel,1995-01-05,Senior Staff
222147,Hitomi,Bernatsky,1991-11-18,Senior Staff
222155,Kellie,Delgrande,1999-12-02,Engineer
222159,Hatem,Mattern,1998-09-01,Senior Engineer
222173,Feiyu,Esteva,1995-11-23,Senior Engineer
222180,Maia,Feinberg,1997-11-18,Senior Staff
222192,Wuxu,Esteva,1995-06-08,Technique Leader
222196,Takahito,Yurek,1994-03-13,Senior Staff
222205,Ayonca,Validov,1995-05-10,Senior Staff
222213,Salvador,Wielonsky,1999-02-14,Senior Engineer
222239,Zhiguo,Kilgour,1998-10-13,Engineer
222242,Michaela,Baer,1999-01-16,Senior Staff
222244,Basant,Petereit,1994-02-09,Senior Engineer
222251,Jagoda,Leivant,1988-06-21,Senior Engineer
222268,Guadalupe,Hedayat,1999-08-14,Senior Engineer
222279,Syozo,Peroz,1986-11-24,Senior Engineer
222281,Nikolaus,DuBourdieux,1999-04-19,Staff
222295,Maha,Ermel,1995-08-10,Engineer
222314,Mingzeng,Rothenberg,1990-03-21,Senior Engineer
222326,DeForest,Heyers,1992-11-08,Senior Engineer
222330,Gor,Bellone,1995-02-01,Senior Staff
222339,Junichi,Grabner,2001-05-05,Senior Engineer
222341,Arie,Birge,1995-10-08,Senior Engineer
222346,Muneo,Gadepally,1987-10-02,Technique Leader
222358,Vishv,Pramanik,1992-04-03,Senior Staff
222359,Kristen,Murtafg,1999-10-17,Engineer
222364,Shao,Benzmuller,1990-02-28,Senior Engineer
222369,Mingsen,Mellouli,1993-12-26,Senior Staff
222371,Tsutomu,Brender,1992-10-09,Senior Engineer
222375,Somnath,Rajcani,1993-09-19,Senior Engineer
222392,Gunilla,Pardalos,1997-07-29,Senior Engineer
222403,Djenana,Lyonns,1998-09-20,Senior Staff
222404,Fusako,Kilgour,1992-09-18,Senior Staff
222410,Jianhao,Erie,1996-03-26,Senior Engineer
222427,Roselyn,Schaft,1998-12-31,Staff
222430,Guoxiang,Dolinsky,1990-07-29,Senior Engineer
222433,Munehiro,Serna,1996-02-03,Senior Engineer
222437,Miquel,Zongker,1994-09-29,Senior Staff
222438,Nishit,Sridhar,1994-06-01,Staff
222439,Arve,Kirkerud,1987-09-19,Technique Leader
222446,Yonghong,Gente,1999-04-12,Engineer
222456,Wilmer,Peek,1998-09-19,Technique Leader
222470,Jaques,Velardi,1998-06-04,Senior Engineer
222475,Xinyu,Petereit,1987-09-29,Senior Engineer
222496,Shao,Etalle,1993-12-17,Senior Staff
222506,Xudong,Alpay,1992-09-27,Senior Engineer
222510,Honglan,Speckmann,1993-11-02,Senior Engineer
222512,Fumitake,Murtafg,1998-11-09,Staff
222515,Miquel,Anger,1997-10-08,Senior Staff
222536,Feipei,Merel,1994-07-14,Senior Staff
222538,Cullen,Carrere,1992-06-03,Senior Engineer
222550,Sadok,Wroclawski,1995-04-18,Senior Engineer
222552,Shaowei,Deyuan,1985-02-24,Senior Engineer
222558,Hinrich,Ducloy,1995-06-24,Senior Engineer
222559,Arvind,Mitina,1997-07-08,Senior Staff
222567,Katsuyuki,Bultermann,1991-07-31,Senior Engineer
222577,Parviz,Gniady,1997-11-25,Senior Engineer
222587,Kiyokazu,Chiola,1991-01-04,Senior Staff
222595,Becky,Kavvadias,1991-05-08,Senior Engineer
222598,Lokesh,Bade,1999-12-07,Staff
222602,Amstein,Randi,1988-08-02,Senior Engineer
222621,Xudong,Melter,2001-05-11,Senior Staff
222624,Kenton,Birdsall,1993-01-12,Senior Staff
222627,Candido,Dulay,1993-07-03,Senior Engineer
222643,Shounak,Landherr,1997-03-12,Engineer
222653,Zissis,Schahn,2001-07-27,Senior Engineer
222660,Moriyoshi,Swiss,1985-03-26,Senior Staff
222667,Shigenori,Mattern,1993-04-23,Senior Staff
222674,Turgut,Kitsuregawa,1991-06-21,Senior Engineer
222685,Anneli,Lagarias,1987-07-06,Senior Engineer
222690,Takahiro,Boreale,1993-10-25,Senior Engineer
222702,Dmitry,Barbanera,1992-02-11,Senior Engineer
222709,Teruyuki,Wossner,1999-01-20,Staff
222720,Dayanand,Montresor,1998-12-30,Senior Engineer
222726,Kristina,Steenbeek,1994-07-19,Senior Engineer
222736,Nevin,Sevcikova,1987-11-13,Senior Engineer
222738,Arne,Bauknecht,1999-07-20,Senior Engineer
222744,Theirry,Nitsch,1990-08-02,Senior Staff
222764,Kristina,Francisci,1994-03-14,Senior Staff
222768,Shimshon,Beetstra,1993-04-16,Senior Engineer
222802,Emdad,Siksek,1996-08-31,Senior Engineer
222832,Gopalakrishnan,Kalorkoti,1997-09-02,Senior Engineer
222836,Ishfaq,Aloia,1997-08-11,Senior Staff
222843,Morris,Schnabel,1997-05-08,Senior Staff
222899,Yoshimitsu,Peres,1993-02-05,Senior Engineer
222915,Teiji,McFarlan,1987-10-27,Senior Staff
222922,Mingzeng,Mungall,1998-07-20,Staff
222925,Shrikanth,Karunanithi,1999-10-08,Senior Staff
222929,Shigehiro,Murtha,1992-02-03,Senior Staff
222935,Aiichiro,Chiola,1997-10-23,Senior Engineer
222954,Persi,Pleszkun,1994-03-03,Senior Staff
222960,Jaroslava,Garnick,1998-01-16,Senior Engineer
222964,Shugo,Pappas,1996-11-06,Engineer
222979,Subhankar,Markovitch,1985-08-02,Technique Leader
222994,Valeska,Munawer,1996-12-12,Senior Engineer
223009,Xinan,Codenie,1999-09-01,Engineer
223016,Gro,Chaudhuri,1986-05-03,Senior Engineer
223032,Alselm,Rodite,1985-03-30,Senior Engineer
223078,Georg,Vieri,1999-11-21,Staff
223079,Radhakrishnan,Trelles,1993-07-20,Senior Engineer
223081,Nalini,Rusterholz,1988-10-22,Senior Engineer
223091,Xinglin,Babb,1992-07-31,Technique Leader
